Tiempo	LacI	TetR	cI
332.994	41.5167	2.83187	6.8976
333.329	39.4326	2.66888	7.70251
333.665	37.3797	2.51712	8.59711
334.001	35.3729	2.37596	9.58812
334.336	33.4237	2.24485	10.6821
334.672	31.5408	2.12326	11.8852
335.007	29.7304	2.01073	13.2031
335.343	27.9968	1.90685	14.6404
335.678	26.3422	1.81125	16.2006
336.014	24.7679	1.72362	17.8859
336.35	23.2735	1.6437	19.6966
336.685	21.858	1.57128	21.6307
337.021	20.5198	1.50621	23.6841
337.356	19.2566	1.44838	25.8498
337.692	18.0657	1.39775	28.1177
338.04	16.9026	1.35282	30.5668
338.389	15.8111	1.31579	33.0937
338.758	14.7303	1.28538	35.8267
339.126	13.7216	1.26433	38.5908
339.495	12.7806	1.25306	41.3504
339.863	11.9035	1.25216	44.0661
340.232	11.0862	1.26235	46.6947
340.601	10.3251	1.2845	49.1909
340.969	9.61649	1.31971	51.5074
341.338	8.95699	1.36922	53.5973
341.707	8.34336	1.43455	55.415
342.075	7.77253	1.51745	56.9187
342.404	7.29792	1.60768	57.9643
342.732	6.85306	1.7151	58.7125
343.06	6.43614	1.84153	59.1497
343.388	6.04547	1.98908	59.2696
343.717	5.67945	2.16008	59.0738
344.045	5.33656	2.35715	58.5715
344.373	5.01539	2.58318	57.7797
344.701	4.71461	2.84139	56.7217
345.03	4.43297	3.13535	55.4257
345.358	4.16931	3.46893	53.9239
345.686	3.92254	3.84639	52.2502
346.014	3.69162	4.27234	50.4389
346.343	3.47561	4.75175	48.5234
346.671	3.27361	5.28995	46.5353
346.999	3.08481	5.89257	44.5031
347.328	2.90842	6.56554	42.4524
347.656	2.74374	7.31499	40.4054
347.984	2.5901	8.14724	38.3806
348.312	2.4469	9.06859	36.3933
348.641	2.31358	10.0853	34.4559
348.969	2.18963	11.2034	32.5778
349.297	2.07459	12.4283	30.766
349.625	1.96804	13.7651	29.0257
349.954	1.86962	15.2177	27.3598
350.282	1.77902	16.7888	25.7701
350.61	1.69594	18.48	24.2572
350.939	1.62016	20.2907	22.8206
351.267	1.55151	22.2186	21.4591
351.595	1.48986	24.259	20.171
351.923	1.43512	26.4045	18.9539
352.266	1.38536	28.7435	17.7574
352.608	1.34314	31.1712	16.6325
352.969	1.30697	33.8024	15.5218
353.329	1.27949	36.4857	14.4829
353.707	1.2604	39.3177	13.468
354.084	1.25172	42.1345	12.5231
354.461	1.25409	44.8927	11.6438
354.839	1.26836	47.5451	10.8261
355.216	1.29553	50.0423	10.0659
355.593	1.33682	52.3336	9.35945
355.929	1.38656	54.1575	8.77347
356.265	1.44981	55.7453	8.22474
356.6	1.52793	57.0664	7.711
356.936	1.62249	58.0946	7.23009
357.271	1.73527	58.8095	6.77999
357.607	1.86828	59.1977	6.35879
357.943	2.02381	59.2541	5.96468
358.278	2.20442	58.9818	5.59599
358.614	2.41295	58.393	5.2511
358.949	2.65259	57.5072	4.92855
359.285	2.92689	56.3512	4.62694
359.62	3.23973	54.9564	4.34494
359.956	3.5954	53.3579	4.08136
360.292	3.99856	51.5923	3.83503
360.627	4.45429	49.696	3.60491
360.963	4.96803	47.7041	3.38998
361.298	5.54562	45.6491	3.18934
361.634	6.19321	43.5602	3.00212
361.97	6.91725	41.463	2.82753
362.305	7.72439	39.3794	2.66483
362.641	8.62139	37.3276	2.51335
362.976	9.61498	35.3221	2.37246
363.312	10.7117	33.3745	2.2416
363.648	11.9177	31.4934	2.12025
363.983	13.2386	29.6849	2.00795
364.319	14.679	27.9533	1.90428
364.654	16.2425	26.3008	1.80889
364.99	17.931	24.7284	1.72147
365.325	19.7449	23.2361	1.64174
365.661	21.6822	21.8226	1.56951
365.997	23.7386	20.4864	1.50463
366.332	25.907	19.225	1.44698
366.668	28.1774	18.036	1.39654
367.016	30.6304	16.874	1.35178
367.365	33.1606	15.7836	1.31492
367.734	35.897	14.7038	1.28473
368.103	38.6636	13.696	1.2639
368.472	41.4248	12.7561	1.2529
368.841	44.1408	11.88	1.25229
369.21	46.7684	11.0637	1.26281
369.579	49.262	10.3035	1.28535
369.948	51.5743	9.59588	1.32098
370.317	53.6581	8.9373	1.371
370.686	55.468	8.32457	1.4369
371.054	56.9622	7.75463	1.52046
371.382	57.9964	7.28157	1.6112
371.71	58.7331	6.83814	1.71915
372.038	59.1591	6.42255	1.84615
372.366	59.2684	6.0331	1.9943
372.694	59.0626	5.66819	2.16594
373.022	58.5515	5.32633	2.36367
373.35	57.752	5.00611	2.59041
373.678	56.6875	4.70619	2.84938
374.006	55.3865	4.42535	3.14413
374.334	53.8809	4.16242	3.47854
374.662	52.2047	3.91631	3.85686
374.99	50.392	3.68601	4.28371
375.318	48.4762	3.47056	4.76405
375.646	46.4886	3.26908	5.3032
375.974	44.4576	3.08074	5.90678
376.302	42.4088	2.90479	6.5807
376.63	40.364	2.7405	7.3311
376.958	38.3417	2.58722	8.16426
377.286	36.3571	2.44435	9.08649
377.614	34.4225	2.31132	10.104
377.942	32.5473	2.18765	11.2228
378.27	30.7384	2.07286	12.4483
378.597	29.0008	1.96654	13.7855
378.925	27.3375	1.86833	15.2384
379.253	25.7504	1.77791	16.8096
379.581	24.2399	1.695	18.5007
379.909	22.8055	1.61938	20.311
380.237	21.4461	1.55087	22.2383
380.565	20.1598	1.48934	24.2777
380.893	18.9445	1.43471	26.4221
381.236	17.7483	1.385	28.7624
381.578	16.6237	1.34283	31.1911
381.939	15.5134	1.30671	33.8235
382.299	14.4748	1.2793	36.5077
382.677	13.4606	1.26029	39.3392
383.054	12.5164	1.25169	42.1553
383.431	11.6377	1.25415	44.9124
383.809	10.8205	1.2685	47.5635
384.186	10.0609	1.29576	50.059
384.563	9.35488	1.33714	52.3483
384.899	8.76919	1.38699	54.1705
385.234	8.22073	1.45034	55.7564
385.57	7.70724	1.52858	57.0755
385.906	7.22658	1.62327	58.1014
386.241	6.7767	1.73619	58.8138
386.577	6.35571	1.86937	59.1995
386.912	5.9618	2.02508	59.2533
387.248	5.59329	2.20588	58.9787
387.583	5.24858	2.41464	58.3875
387.919	4.92619	2.65453	57.4996
388.255	4.62473	2.92911	56.3416
388.59	4.34288	3.24226	54.9451
388.926	4.07943	3.59826	53.3452
389.261	3.83323	4.00181	51.5785
389.597	3.60322	4.45795	49.6813
389.933	3.38841	4.97216	47.6888
390.268	3.18787	5.55025	45.6334
390.604	3.00075	6.1984	43.5444
390.939	2.82625	6.92304	41.4472
391.275	2.66364	7.73084	39.3638
391.611	2.51224	8.62854	37.3123
391.946	2.37143	9.62289	35.3072
392.282	2.24064	10.7204	33.36
392.617	2.11936	11.9273	31.4794
392.953	2.00713	13.2491	29.6716
393.288	1.90353	14.6904	27.9405
393.624	1.8082	16.2548	26.2886
393.96	1.72083	17.9443	24.7169
394.295	1.64117	19.7591	23.2251
394.631	1.56899	21.6973	21.8123
394.966	1.50416	23.7546	20.4766
395.302	1.44657	25.9239	19.2158
395.638	1.39618	28.195	18.0273
395.986	1.35147	30.6491	16.8656
396.335	1.31467	33.1803	15.7755
396.704	1.28454	35.9177	14.696
397.073	1.26378	38.685	13.6885
397.442	1.25285	41.4467	12.7489
397.811	1.25233	44.1628	11.873
398.18	1.26294	46.7901	11.0571
398.549	1.28559	49.2829	10.2972
398.918	1.32136	51.5939	9.58982
399.287	1.37152	53.676	8.93152
399.656	1.4376	55.4836	8.31906
400.025	1.52135	56.9749	7.74937
400.353	1.61224	58.0058	7.27677
400.681	1.72035	58.7391	6.83376
401.009	1.84752	59.1619	6.41856
401.337	1.99584	59.2679	6.02946
401.665	2.16766	59.0593	5.66488
401.992	2.3656	58.5456	5.32333
402.32	2.59255	57.7438	5.00338
402.648	2.85174	56.6774	4.70372
402.976	3.14672	55.3749	4.42311
403.304	3.48137	53.8683	4.1604
403.632	3.85995	52.1913	3.91448
403.96	4.28707	50.3782	3.68436
404.287	4.76768	48.4623	3.46907
404.615	5.30711	46.4748	3.26775
404.943	5.91097	44.4442	3.07955
405.271	6.58517	42.3959	2.90372
405.599	7.33586	40.3518	2.73954
405.927	8.16928	38.3302	2.58637
406.255	9.09177	36.3465	2.44359
406.583	10.1095	34.4127	2.31066
406.91	11.2285	32.5383	2.18707
407.238	12.4542	30.7302	2.07235
407.566	13.7916	28.9934	1.9661
407.894	15.2445	27.331	1.86795
408.222	16.8158	25.7446	1.77758
408.55	18.5068	24.2348	1.69472
408.878	20.317	22.8011	1.61915
409.205	22.2441	21.4422	1.55068
409.533	24.2833	20.1565	1.48918
409.861	26.4272	18.9417	1.43459
410.204	28.7679	17.7456	1.38489
410.546	31.1971	16.6211	1.34274
410.907	33.8297	15.5108	1.30664
411.267	36.5142	14.4724	1.27924
411.645	39.3456	13.4584	1.26026
412.022	42.1615	12.5144	1.25168
412.399	44.9183	11.6359	1.25417
412.777	47.5689	10.8189	1.26855
413.154	50.0639	10.0594	1.29583
413.531	52.3526	9.35352	1.33724
413.867	54.1744	8.76792	1.38711
414.202	55.7597	8.21954	1.4505
414.538	57.0781	7.70613	1.52877
414.874	58.1034	7.22554	1.6235
415.209	58.8151	6.77573	1.73647
415.545	59.2	6.3548	1.86969
415.88	59.2531	5.96095	2.02546
416.216	58.9777	5.59249	2.20632
416.551	58.3858	5.24784	2.41514
416.887	57.4973	4.9255	2.65511
417.223	56.3387	4.62408	2.92976
417.558	54.9418	4.34227	3.243
417.894	53.3414	4.07886	3.59911
418.229	51.5744	3.8327	4.00277
418.565	49.677	3.60272	4.45903
418.901	47.6843	3.38795	4.97338
419.236	45.6288	3.18744	5.55162
419.572	43.5397	3.00035	6.19993
419.907	41.4426	2.82588	6.92476
420.243	39.3592	2.66329	7.73275
420.578	37.3077	2.51192	8.63066
420.914	35.3028	2.37113	9.62523
421.25	33.3558	2.24036	10.723
421.585	31.4753	2.1191	11.9301
421.921	29.6676	2.00689	13.2522
422.256	27.9367	1.90331	14.6938
422.592	26.285	1.808	16.2584
422.928	24.7134	1.72065	17.9482
423.263	23.2219	1.641	19.7633
423.599	21.8092	1.56884	21.7018
423.934	20.4737	1.50402	23.7594
424.27	19.213	1.44645	25.9288
424.605	18.0247	1.39608	28.2002
424.954	16.8631	1.35138	30.6546
425.303	15.7731	1.31459	33.1862
425.672	14.6937	1.28448	35.9238
426.041	13.6863	1.26374	38.6914
426.41	12.7468	1.25284	41.4531
426.779	11.871	1.25234	44.1693
427.148	11.0551	1.26298	46.7965
427.517	10.2953	1.28567	49.2891
427.886	9.58803	1.32147	51.5997
428.255	8.92981	1.37168	53.6813
428.624	8.31742	1.43781	55.4882
428.993	7.74781	1.52162	56.9787
429.321	7.27535	1.61255	58.0085
429.649	6.83247	1.7207	58.7409
429.977	6.41738	1.84792	59.1626
430.305	6.02839	1.9963	59.2678
430.633	5.66391	2.16817	59.0583
430.96	5.32244	2.36617	58.5438
431.288	5.00257	2.59318	57.7414
431.616	4.70299	2.85244	56.6744
431.944	4.42245	3.14748	55.3715
432.272	4.1598	3.48221	53.8645
432.6	3.91394	3.86087	52.1873
432.928	3.68387	4.28806	50.3741
433.255	3.46864	4.76876	48.4582
433.583	3.26735	5.30826	46.4707
433.911	3.07919	5.91221	44.4403
434.239	2.9034	6.5865	42.3921
434.567	2.73926	7.33726	40.3481
434.895	2.58612	8.17077	38.3268
435.222	2.44337	9.09333	36.3433
435.55	2.31047	10.1112	34.4098
435.878	2.18689	11.2302	32.5357
436.206	2.0722	12.456	30.7278
436.534	1.96597	13.7934	28.9913
436.862	1.86784	15.2463	27.329
437.189	1.77749	16.8176	25.7429
437.517	1.69464	18.5086	24.2333
437.845	1.61908	20.3188	22.7997
438.173	1.55062	22.2458	21.4411
438.501	1.48914	24.2849	20.1556
438.829	1.43455	26.4288	18.9409
439.171	1.38486	28.7696	17.7448
439.514	1.34271	31.1988	16.6203
439.874	1.30662	33.8316	15.5101
440.235	1.27923	36.5161	14.4717
440.612	1.26025	39.3475	13.4578
440.989	1.25168	42.1633	12.5138
441.367	1.25417	44.92	11.6354
441.744	1.26856	47.5705	10.8184
442.121	1.29585	50.0654	10.0589
442.499	1.33727	52.3539	9.35312
442.834	1.38715	54.1755	8.76754
443.17	1.45055	55.7607	8.21919
443.505	1.52883	57.0789	7.7058
443.841	1.62357	58.1039	7.22523
444.177	1.73655	58.8154	6.77544
444.512	1.86979	59.2002	6.35453
444.848	2.02557	59.2531	5.9607
445.183	2.20645	58.9774	5.59226
445.519	2.41529	58.3853	5.24762
445.854	2.65528	57.4966	4.92529
446.19	2.92996	56.3379	4.62388
446.526	3.24322	54.9408	4.34209
446.861	3.59936	53.3403	4.07869
447.197	4.00305	51.5732	3.83254
447.532	4.45936	49.6757	3.60258
447.868	4.97374	47.683	3.38781
448.204	5.55203	45.6274	3.18731
448.539	6.20039	43.5383	3.00023
448.875	6.92527	41.4412	2.82577
449.21	7.73331	39.3578	2.66319
449.546	8.63129	37.3064	2.51182
449.882	9.62592	35.3015	2.37104
450.217	10.7238	33.3545	2.24028
450.553	11.931	31.4741	2.11903
450.888	13.2531	29.6664	2.00682
451.224	14.6948	27.9356	1.90324
451.559	16.2595	26.2839	1.80794
451.895	17.9494	24.7124	1.72059
452.231	19.7646	23.2209	1.64094
452.566	21.7031	21.8083	1.56879
452.902	23.7608	20.4728	1.50398
453.237	25.9303	19.2122	1.44641
453.573	28.2018	18.0239	1.39605
453.922	30.6563	16.8624	1.35136
454.271	33.1879	15.7724	1.31457
454.64	35.9256	14.693	1.28446
455.009	38.6933	13.6856	1.26373
455.378	41.4551	12.7461	1.25283
455.747	44.1712	11.8704	1.25234
456.116	46.7984	11.0545	1.263
456.485	49.2909	10.2948	1.28569
456.854	51.6015	9.5875	1.32151
457.223	53.6828	8.9293	1.37173
457.592	55.4895	8.31694	1.43787
457.924	56.8461	7.80249	1.51246
458.256	57.92	7.32057	1.60285
458.588	58.6903	6.86921	1.71074
458.92	59.1427	6.44652	1.83803
459.253	59.2704	6.05075	1.98687
459.585	59.0748	5.68022	2.15968
459.917	58.5655	5.33338	2.35917
460.249	57.7601	5.00876	2.58834
460.581	56.6826	4.70499	2.85053
460.913	55.3628	4.42077	3.14943
461.245	53.8337	4.1549	3.48908
461.578	52.1306	3.90625	3.87391
461.91	50.289	3.67377	4.30872
462.242	48.3435	3.45647	4.79868
462.574	46.3264	3.25344	5.34933
462.906	44.2671	3.06383	5.96654
463.238	42.1916	2.88684	6.65648
463.57	40.1225	2.72174	7.42554
463.902	38.0785	2.56786	8.28023
464.235	36.075	2.42458	9.22713
464.567	34.1243	2.29132	10.2727
464.899	32.2357	2.16757	11.423
465.231	30.4162	2.05285	12.6837
465.563	28.6705	1.94676	14.0597
465.895	27.0015	1.84891	15.555
466.227	25.4108	1.75899	17.1722
466.56	23.8986	1.67672	18.9123
466.892	22.4643	1.60188	20.7743
467.224	21.1065	1.53429	22.7553
467.556	19.8231	1.47383	24.8497
467.888	18.6118	1.42044	27.0491
468.233	17.4284	1.37251	29.43
468.577	16.3165	1.33223	31.8956
468.941	15.2173	1.2982	34.5665
469.304	14.19	1.27309	37.2819
469.668	13.2306	1.25729	40.0099
470.031	12.3351	1.25127	42.7143
470.395	11.4997	1.25566	45.3554
470.758	10.7208	1.27123	47.8908
471.122	9.99472	1.29891	50.2758
471.485	9.3182	1.33981	52.4651
471.849	8.68801	1.39524	54.4141
472.212	8.10112	1.46675	56.0805
472.576	7.55467	1.55612	57.4263
472.939	7.04598	1.66542	58.4201
473.266	6.61905	1.78257	58.9937
473.592	6.21883	1.91966	59.2551
473.919	5.84371	2.07889	59.2023
474.246	5.49217	2.2627	58.841
474.572	5.16276	2.47382	58.1844
474.899	4.85414	2.71527	57.2529
475.226	4.56504	2.9904	56.072
475.552	4.29428	3.30287	54.6719
475.879	4.04074	3.6567	53.0853
476.205	3.80338	4.05627	51.3459
476.532	3.58124	4.50629	49.4874
476.859	3.37341	5.01184	47.5416
477.185	3.17903	5.57831	45.5385
477.512	2.99733	6.21142	43.5046
477.838	2.82756	6.9171	41.4635
478.165	2.66907	7.70149	39.4353
478.492	2.52121	8.57082	37.4368
478.818	2.38342	9.53131	35.4815
479.145	2.25516	10.589	33.5803
479.471	2.13597	11.7496	31.7413
479.798	2.0254	13.0184	29.9705
480.125	1.92308	14.3997	28.272
480.451	1.82865	15.8971	26.6481
480.778	1.74182	17.5127	25.1
481.104	1.66234	19.2471	23.6279
481.431	1.59001	21.0991	22.2308
481.758	1.52467	23.0654	20.9074
482.084	1.46622	25.1403	19.6556
482.422	1.41291	27.3935	18.433
482.76	1.36691	29.7417	17.2819
483.115	1.32659	32.2908	16.1474
483.47	1.29455	34.9051	15.0847
483.847	1.26989	37.7235	14.0302
484.223	1.2553	40.5493	13.048
484.6	1.25134	43.3416	12.1337
484.977	1.25875	46.0555	11.283
485.354	1.27841	48.6428	10.4919
485.73	1.31143	51.0537	9.75643
486.107	1.35912	53.2378	9.07301
486.441	1.4148	54.9423	8.50866
486.774	1.48444	56.3988	7.98003
487.108	1.56946	57.5793	7.48493
487.441	1.6715	58.4603	7.02132
487.775	1.7924	59.025	6.58726
488.108	1.93427	59.2638	6.18093
488.442	2.09946	59.1752	5.8006
488.775	2.2906	58.7663	5.44466
489.109	2.51063	58.0522	5.1116
489.442	2.76283	57.0553	4.79999
489.776	3.05081	55.8039	4.50851
490.109	3.37854	54.3308	4.2359
490.443	3.75039	52.6711	3.981
490.776	4.1711	50.8608	3.74272
491.11	4.64578	48.9353	3.52003
491.443	5.17994	46.9281	3.31201
491.776	5.77943	44.87	3.11775
492.11	6.4504	42.7883	2.93645
492.443	7.19925	40.7069	2.76735
492.777	8.03258	38.6457	2.60974
493.11	8.95702	36.6215	2.46298
493.444	9.97913	34.6473	2.32648
493.777	11.1052	32.7335	2.19971
494.111	12.3412	30.8876	2.08216
494.444	13.6922	29.1151	1.97342
494.778	15.1625	27.4194	1.87308
495.111	16.7552	25.8022	1.78081
495.445	18.4717	24.2643	1.69631
495.778	20.3116	22.8052	1.61936
496.112	22.2723	21.4235	1.54976
496.445	24.349	20.1174	1.48737
496.779	26.5337	18.8846	1.43211
497.112	28.8159	17.7224	1.38397
497.463	31.3097	16.5715	1.341
497.815	33.8761	15.4922	1.30609
498.187	36.6473	14.423	1.27812
498.559	39.4398	13.4259	1.2598
498.931	42.2159	12.4966	1.25162
499.303	44.9336	11.6311	1.25422
499.675	47.5478	10.8253	1.26838
500	49.7084	10.1677	1.29096
